,date,open,high,low,close,adj close,volume,intraday_change,pp,r1,s1,r2,s2,r3,s3,ma,wma,ema,bbands_upper,bbands_middle,bbands_lower,sar,ht_dcperiod,ht_dcphase,ht_phasor_inphase,ht_phasor_quadrature,macd,macd_signal,macd_hist,rsi,roc,mom,dx,aroon_down,aroon_up,aroonosc,adx,mfi,obv,atr,cci,beta,correl,trange,stoch_slowk,stochf_fastk,stochf_fastd,stochrsi_fastk,stochrsi_fastd,ht_trendline,williams_r,ch_osc,chaikin_volatility,ultimate_oscillator,pvt,pvt_ema21,nvi,nvi_ema,pvi,pvi_ema,bbands_upper_p,bbands_middle_p,bbands_lower_p,dema,kama,mama,fama,midpoint,midprice,sarext,sma,t3,tema,trima,adxr,apo,bop,cmo,macdfix,macdfix_signal,macdfix_hist,minus_di,minus_dm,plus_di,plus_dm,ppo,rocp,rocr,rocr100,trix,ultosc,willr,ad,adosc,ht_sine,ht_leadsine,ht_trendmode,natr,linearreg,linearreg_angle,linearreg_intercept,linearreg_slope,stddev,tsf,var,return,next_return
4120,2011-08-10,115.26,116.28,111.95,112.29,94.06,662607400,-0.025767829255596064,113.50666666666667,115.06333333333335,110.73333333333335,117.83666666666669,109.17666666666668,119.39333333333335,106.40333333333335,129.2386666666665,126.59612903223271,126.66226682948185,123.60773506656565,116.47400000000042,109.34026493343518,121.98823672303358,15.661482567522267,-12.671868036360365,-4.10540816441563,-2.5520024894872826,-4.168791353850949,-2.1906128243570433,-1.9781785294939058,26.592129567915528,-14.019908116385905,-18.309999999999988,75.57076761553174,92.85714285714286,0.0,-92.85714285714286,35.88881371173424,14.975012227749545,1519874800.0,3.403682908637016,-129.67471671697933,2.1623319597283728,0.9917110146483689,5.530000000000001,17.31716196869246,14.076655052264872,20.16103014005218,65.81825705576902,50.494222055007505,127.49912499999998,0.9177189409368631,-56272961.71210395,1.3447508013097433,0.4138315572489035,-338164673.47716814,-270819893.4190244,112.29,121.10767604767113,117.48,120.39911377829141,-0.09156170574981237,-0.03592218005735526,0.02697757380010546,122.78897459775607,127.3585801449764,115.52951882245671,123.24495765878359,123.42000000000002,122.495,-121.98823672303358,129.2386666666665,117.21080728800183,119.73151016035692,131.05404166666773,25.02999168534684,-4.863269230769134,-0.6859122401847575,-46.81574086416893,-3.943052247423026,-2.0666336277273305,-1.8764186196956953,39.2359296837617,18.69653285767448,5.459357825240137,2.6014692090665044,-3.778154263551925,-0.140199081163859,0.859800918836141,85.9800918836141,-0.04281636986537274,36.674411527352966,-91.73824130879342,13707242008.577353,-304628764.7196884,-0.2193671949077971,0.5347673046271931,1,3.0311540730581674,113.972,-60.230612847490264,136.69942857142857,-1.7482637362637365,3.5668675332826205,112.22373626373626,12.722543999985646,-4.417773237997958,4.488378306171503
4121,2011-08-11,113.26,118.92,112.32,117.33,98.28,487979700,0.035935016775560547,116.19,120.06,113.46,122.79000000000002,109.58999999999999,126.66000000000001,106.85999999999999,128.79233333333318,125.82782795696389,126.06018509854754,122.10376576134743,115.88800000000042,109.6722342386534,119.64458937842686,16.276992734599368,-5.414996581137586,-5.752556986291366,-3.3775766626339045,-4.224035756692331,-2.5972974108241007,-1.62673834586823,37.221375906932806,-9.898633082475817,-12.89,54.89392885512865,85.71428571428572,0.0,-85.71428571428572,37.24632193626241,19.77304997832853,2007854500.0,3.6341341294486575,-84.36615087656027,0.6252643809635915,0.9931463345332806,6.6299999999999955,27.62041038175508,59.830508474576305,39.61909607170705,100.0,83.82755538834084,126.44731249999998,0.7112474437627812,9478961.65307369,1.494132061013,0.3667441152735297,-316262298.4838473,-272885457.2856073,117.33,121.09291949915624,117.48,120.38771098897165,-0.03909597489956029,0.012443048460578865,0.06982410647970227,121.87354493993001,126.91464907161655,116.15172736215374,122.01932183441389,123.04500000000002,122.38,-119.64458937842686,128.79233333333318,115.69966904376923,118.72020434107716,130.5709583333344,25.506320100227985,-5.556602564102448,0.6166666666666648,-25.55724818613438,-4.002262543578311,-2.4537594108975265,-1.5485031326807848,34.12301568284503,17.361066224983446,9.936833447536419,5.055649979847469,-4.3383582074611535,-0.0989863308247581,0.9010136691752418,90.10136691752419,-0.054252977688640236,43.20853266973101,-70.8505367464905,13960104216.75917,-230331239.6133747,-0.09436888819923077,0.6372222939983613,1,3.0973613990016684,113.23399999999994,-59.120590739269154,134.9731428571429,-1.6722417582417664,3.107882880673505,111.56175824175817,9.658935999983441,4.488378306171503,0.6733145828006437
4122,2011-08-12,118.4,119.21,117.28,118.12,98.95,313731600,-0.0023648648648648685,118.20333333333333,119.12666666666667,117.19666666666667,120.13333333333333,116.27333333333334,121.05666666666666,115.26666666666668,128.3306666666665,125.13929032255527,125.54791509218963,120.78261101273434,115.49600000000041,110.20938898726648,110.27,17.26776448797697,-0.8580077231450787,-6.814347405231884,-2.7601738360506403,-4.156161305850773,-2.909070189829435,-1.247091116021338,38.719215820346605,-8.667749168793016,-11.210000000000008,52.76561196426094,78.57142857142857,0.0,-78.57142857142857,38.35484265254802,24.38499360735925,2321586100.0,3.512410263059467,-53.89156858962,0.8264583005037304,0.9893868278224351,1.9299999999999926,36.993663737133666,79.69543147208124,51.20086499964102,100.0,88.60608568525625,125.65102941176467,0.6758876961189099,7401044.016674988,1.238630062477855,0.43208532669731003,-314149897.8701935,-274761113.67581576,118.12,121.0813065312231,117.48,120.37635274180643,-0.02204465519008869,0.022719401537712125,0.0717780135197692,121.15216042172875,126.5017603718705,116.26932773277122,121.8475464857149,122.79500000000002,122.11500000000001,110.27,128.3306666666665,115.11170847426928,118.00663789881949,130.0035833333344,25.82667162339521,-5.9335256410255255,-0.14507772020725504,-22.561568359306786,-3.9445411853151455,-2.7519157657810505,-1.192625419534095,32.78373550331127,16.120990066056056,10.136572387683108,4.98453212414407,-4.6567517693673715,-0.08667749168793015,0.9133225083120698,91.33225083120699,-0.06567856851746878,41.19632495182328,-66.86365555086533,13919465408.469017,-191928123.83371544,-0.014974500083809864,0.6964389269122735,1,2.9735948722142456,113.08485714285706,-56.70336646166662,132.87800000000007,-1.522549450549462,2.6433055063669646,111.5623076923076,6.987063999989914,0.6733145828006437,2.11649170335253
4123,2011-08-15,119.19,120.74,119.0,120.62,101.04,258810600,0.011997650809631777,120.12,121.24000000000001,119.50000000000001,121.86000000000001,118.38000000000001,122.98,117.76000000000002,127.88733333333316,124.64182795696387,125.22998508624191,122.5895186064368,117.16800000000042,111.74648139356404,110.44879999999999,18.567799498319502,0.5152503776747608,-8.239535138195556,0.0298258685250871,-3.856189456264346,-3.098494043116417,-0.7576954131479288,43.327346183429455,-6.3363876378319635,-8.159999999999997,41.702967442681974,71.42857142857143,0.0,-71.42857142857143,38.59399442327187,28.153838139987954,2580396700.0,3.448666672840933,-25.59341940994789,0.35994012904397327,0.9870732864240193,2.6199999999999903,56.759965706171904,98.8538681948425,79.45993604716689,100.00000000000001,99.9999999999999,125.27291021671826,0.5631067961165047,47776525.570555255,0.9334429091542013,0.4119632495182328,-308672192.9937966,-276302526.3720876,120.62,121.07950455240938,117.48,120.36503886280289,-0.016065962480526275,0.02946196913832755,0.07940758846074081,120.82040909863389,126.24439600707831,116.48686134613266,121.71352935722534,121.43,121.44999999999999,110.44879999999999,127.88733333333316,115.46299671707567,117.86489389341975,129.37029166666773,25.99245295610948,-6.203525641025493,0.8218390804597765,-13.3453076331411,-3.667281679045942,-2.934988948434029,-0.7322927306119134,31.00471696892468,14.96949077562348,12.755435028549764,6.158494115276637,-4.888989253569574,-0.06336387637831958,0.9366361236216804,93.66361236216804,-0.076436520675216,47.83406423772402,-53.71198568872983,14142577994.675917,-87779378.69132233,0.008992694353796479,0.713436984416536,1,2.8591167906159285,113.95599999999995,-51.31462397540774,130.19114285714286,-1.2488571428571476,2.710759303218187,112.7071428571428,7.34821599998395,2.11649170335253,-0.8539214060686473
4124,2011-08-16,119.47,120.69,118.31,119.59,100.18,294095200,0.001004436260149122,119.53000000000002,120.75000000000003,118.37000000000003,121.91000000000003,117.15000000000002,123.13000000000002,115.99000000000004,127.41333333333317,124.10651612900686,124.86611508067791,123.36022703192336,117.59000000000042,111.81977296807747,110.86044799999999,20.13866268438649,5.51219025572874,-7.099028737409334,6.382757421019305,-3.6593888395654233,-3.2106730024062182,-0.44871583715920504,41.92843234319377,-4.701569846202879,-5.8999999999999915,43.683629376046504,64.28571428571429,0.0,-64.28571428571429,38.9575397770415,28.05954985336725,2286301500.0,3.37233333906658,-25.66552583176168,-0.25551196973522033,0.9859445424244486,2.3799999999999955,73.04985043201378,86.91695108077369,88.48875024923268,91.64089791978635,97.21363263992869,125.03246207430341,0.583184257602862,42262827.307398275,0.767272361927314,0.47834064237724033,-311183534.86081696,-277888026.7579389,120.62,121.07770961257677,119.59,120.36201136695031,-0.030562743946212834,0.0170082490007617,0.06948884643273945,120.4006333451299,125.93203222189933,116.64201827882601,121.58674158026535,121.24000000000001,121.02000000000001,110.86044799999999,127.41333333333317,116.24113455489754,117.58349761475995,128.68012500000106,26.32137984052787,-6.5390384615383255,0.0504201680672289,-16.143135313612454,-3.48527947335252,-3.045047053417727,-0.4402324199347931,30.90323516931097,14.590241434507515,12.1124309904455,5.718601678471163,-5.172817719901322,-0.04701569846202878,0.9529843015379712,95.29843015379711,-0.08671591587005034,47.62145950922153,-56.65116279069767,14164820488.793564,-30115973.12369919,0.09605753094314295,0.7717598979873866,1,2.819912483540915,114.53542857142857,-46.08819370482569,128.03885714285713,-1.0387252747252735,2.8851135159614683,113.49670329670329,8.323879999983546,-0.8539214060686473,0.06689522535328063
4125,2011-08-17,120.25,121.2,118.72,119.67,100.24,238201100,-0.004823284823284757,119.86333333333334,121.00666666666669,118.52666666666669,122.34333333333333,117.38333333333334,123.4866666666667,116.04666666666668,126.93666666666651,123.60694623653373,124.53088184966644,121.4261559270382,119.06600000000041,116.70584407296263,111.25563007999999,21.51349440662605,6.234613878435994,-4.483392330271119,8.944203369110452,-3.4571161189088286,-3.2599616257067403,-0.19715449320208833,42.08484020621805,-5.151779345327734,-6.5,39.90017982391,57.142857142857146,0.0,-57.142857142857146,39.024871208960676,31.86073332076634,2524502600.0,3.308595243418967,-12.523206751054888,-0.3149328334198334,0.9850526185081455,2.480000000000004,85.82079427056533,82.77027027027027,89.51369651529569,79.65096584249495,90.43062125409368,124.98919575007037,0.5627906976744186,25141702.61546655,0.6546212793585783,0.47621459509221536,-311024189.69817793,-279394215.98249525,119.67,121.07221074636935,119.59,120.35899569725571,-0.014462748273884385,0.00507281675708926,0.025398521818532194,120.0398904293366,125.63516565244322,116.79341736488472,121.46690847488084,120.79500000000002,120.61500000000001,111.25563007999999,126.93666666666651,117.1227017512403,117.38064149258165,127.9464166666677,26.93848131082874,-6.84705128205114,-0.23387096774193442,-15.83031958756389,-3.2969708450508506,-3.095431811744352,-0.2015390333064988,29.248669720805857,13.548081332042692,12.564957334742843,5.820130130008942,-5.435876766301064,-0.051517793453277325,0.9484822065467227,94.84822065467226,-0.09644764313648801,54.77892799424665,-54.56742387626873,14109112167.019371,-21513957.490213394,0.10859992855131687,0.7797163704369607,1,2.7647658088234035,115.39571428571425,-38.32423927639904,125.6714285714286,-0.7904395604395659,1.1800779635188896,114.60527472527468,1.3925839999828895,0.06689522535328063,-4.311857608423164
4126,2011-08-18,116.5,119.71,113.39,114.51,95.92,512956300,-0.017081545064377646,115.87,118.35000000000001,112.03000000000002,122.18999999999998,109.55000000000001,124.67,105.71000000000002,126.24166666666652,122.80522580642621,123.88437334323635,122.80231440710014,118.50200000000044,114.20168559290073,111.85229227519999,22.35821668062703,14.156248363188524,-2.2420911120720337,12.891434980128382,-3.670866937552134,-3.342142688075819,-0.32872424947631496,35.452249122937005,-4.781307167803095,-5.75,53.639627905751496,50.0,7.142857142857143,-42.85714285714286,40.06878240158859,31.03386955376649,2011546300.0,3.5236955831747543,-72.47619047619035,2.568404107165252,0.9847287033915058,6.319999999999993,79.7816834036787,14.340588988476368,61.34260344650698,0.0,57.097287920760344,124.65586124401912,0.795070082165297,-30923302.328541107,0.6039866608026124,0.5477892799424665,-333142134.94761384,-281837303.20818245,119.67,121.06673336011221,114.51,120.33614805560616,-0.06752571763110593,-0.03368719515282792,0.002699736045913781,119.07832502465448,124.8007365599894,116.67924649664047,121.34721692542482,120.52000000000001,120.61500000000001,111.85229227519999,126.24166666666652,117.32350066658324,116.29590988868026,127.1612916666677,28.087243486287967,-7.095512820512695,-0.3148734177215185,-29.09550175412599,-3.4988222640418343,-3.1761099022038484,-0.3227123618379859,36.305960226239904,17.910361236896783,10.955232372470872,5.404406549294018,-5.663097620772411,-0.04781307167803093,0.952186928321969,95.21869283219691,-0.10665422452535989,42.68161545461612,-79.5070082165297,13777963163.221903,-121404728.89478111,0.2445670361557289,0.8585686454275587,1,3.0771946407953488,115.10342857142841,-33.92278271322393,123.84657142857154,-0.672549450549471,2.150157203549852,114.43087912087894,4.62317599997732,-4.311857608423164,-1.6330451488952957
4127,2011-08-19,112.96,115.88,112.5,112.64,94.36,428281300,-0.0028328611898016387,113.67333333333333,114.84666666666666,111.46666666666667,117.05333333333334,110.29333333333334,118.22666666666666,108.08666666666667,125.51633333333318,121.92769892470575,123.15892990173722,123.81392759009759,117.40600000000043,110.99807240990327,112.413154738688,22.830099286139923,16.496779204249997,2.864019201528136,11.345797131460218,-3.9456760753774915,-3.4628493655361536,-0.4828267098413379,33.39799341119336,-6.195869420386401,-7.439999999999998,55.47023037593763,42.85714285714286,0.0,-42.85714285714286,41.16888582832781,30.765803904459954,1583265000.0,3.513431612947986,-100.99612346042534,0.6515520613659986,0.9843469229243588,3.3799999999999955,61.25432828293959,1.6091954022988566,32.906684887015366,0.0,26.550321947498222,124.20320750988142,0.8854519091348476,-78255130.72824405,0.421050031016334,0.4268161545461613,-340136161.94088954,-284487251.3323964,112.64,121.03381642975684,114.51,120.31338966257401,-0.09024774359061094,-0.04059417746963878,0.014792397331309326,117.98430857779047,123.84910834600707,114.65962324832023,119.67531850614867,119.215,119.38499999999999,112.413154738688,125.51633333333318,116.73953001835446,115.03660999395714,126.32804166666769,29.569939833260946,-7.519551282051154,-0.09467455621301586,-33.20401317761327,-3.758416191753028,-3.2925711601136842,-0.4658450316393439,35.62054678436557,17.521049719975586,10.20243385730796,5.018377510058731,-6.035418628222647,-0.06195869420386407,0.938041305796136,93.8041305796136,-0.11749377586923737,43.70352596841342,-86.99945145364781,13385160787.482258,-276214915.941555,0.2839614456512786,0.8787902885140919,1,3.119168690472289,114.67514285714286,-29.29577732489895,121.96914285714286,-0.5610769230769227,3.2039637950485766,114.11406593406593,10.265383999982078,-1.6330451488952957,0.07990056818181213
4128,2011-08-22,115.17,115.23,112.41,112.73,94.43,275090600,-0.021186072762004016,113.45666666666666,114.50333333333333,111.68333333333332,116.27666666666667,110.63666666666666,117.32333333333334,108.86333333333332,124.87499999999984,121.10277419352295,122.48609571452837,122.17853887476787,115.82800000000043,109.47746112523299,121.2,23.452770040497548,21.829074814033337,4.666752923792168,2.425927709132847,-4.1088379232420635,-3.5920470770773356,-0.5167908461647279,33.59741917136811,0.4186709424550239,0.46999999999999886,55.66089548882528,35.714285714285715,0.0,-35.714285714285715,42.2040293755062,31.28104766413193,1858355600.0,3.463900783451702,-93.5931219888742,0.38720810044784737,0.9834186075008501,2.8200000000000074,33.5931277733526,3.6405005688282954,6.530094986534704,2.295720931661499,0.7652403105537382,123.55282608695651,0.8650575973669771,-80089083.60429665,0.156351555205359,0.4370352596841343,-339916362.9884747,-287006756.4076727,112.73,121.00137964371906,114.51,120.29072016953171,-0.07733386699322498,-0.02674655523707925,0.029709666641304144,117.01589539764088,123.08339087024346,114.56314208590422,119.54751409564255,119.215,118.28999999999999,-121.2,124.87499999999984,115.745350435376,113.98186153549739,125.4490416666677,31.22311778014403,-7.417820512820384,-0.8652482269503515,-32.80516165726378,-3.9134897352587217,-3.4167548751426917,-0.49673486011602996,33.73477143519029,16.35954616854876,9.609154255654873,4.6599219736259645,-5.9888191595840965,0.004186709424550141,1.0041867094245502,100.41867094245502,-0.1286847960444315,36.127767763670896,-84.66334164588524,13172502096.702118,-382100038.0778675,0.37183894899402,0.9193351272131373,1,3.0727408706215753,114.26114285714291,-25.852482841417572,120.56028571428568,-0.484549450549444,3.1752694373837183,113.77659340659346,10.082335999983115,0.07990056818181213,3.291049410094904
4129,2011-08-23,113.15,116.57,112.58,116.44,97.54,331136600,0.029076447193990163,115.19666666666666,117.81333333333332,113.82333333333332,119.18666666666665,111.20666666666666,121.80333333333331,109.83333333333333,124.37633333333318,120.55858064513583,122.09602502326848,120.46290873614659,115.1980000000004,109.93309126385422,121.02420000000001,24.27077976377886,22.97659127315191,4.412602183433589,-5.112499342810436,-3.893892500079076,-3.652416161677684,-0.24147633840139227,41.38842323411404,-0.8852570650323521,-1.0400000000000063,45.66066419478093,28.571428571428573,0.0,-28.571428571428573,42.45093186259725,36.741436083717765,2189492200.0,3.5014792989194374,-45.849977807368894,0.45152621227379175,0.983719664668878,3.989999999999995,18.82306551449561,45.8475540386803,17.032416669936016,91.98308674555109,31.426269225737432,123.00394466403161,0.6153366583541148,3560752.029144846,0.034570939837033896,0.361277677636709,-329018493.8675664,-288916380.8376679,112.73,120.96906956390099,116.44,120.27567829243335,-0.03339541422628345,0.010781437177725284,0.05918971859463418,116.61383601564673,122.78884428366084,114.656984981609,119.42525086779172,116.44,117.445,-121.02420000000001,124.37633333333318,115.11953776548972,113.76433104682562,124.54562500000104,32.75879304230813,-7.176153846153696,0.8245614035087709,-17.223153531771906,-3.713139549318427,-3.476031809977839,-0.23710773934058826,30.988957726682496,15.191007156509563,11.560563653013151,5.667070404081242,-5.819313708978061,-0.008852570650323513,0.9911474293496765,99.11474293496765,-0.13924456445346678,42.47602272450546,-57.00348432055751,13482060873.14322,-292184337.53165627,0.39035501501794545,0.9270307281589263,1,3.007110356337545,115.2628571428571,-12.59945433988142,118.16857142857148,-0.22351648351649084,2.6324543680730943,115.03934065934061,6.929815999987113,3.291049410094904,1.4084507042253502
